Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2010,2010 Annual,Air Pollution,Alabama,41,12.5,0.49,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Alaska,6,7.3,-1.83,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Arizona,22,10,-0.62,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Arkansas,35,11.4,0,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,California,50,15.2,1.69,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Colorado,7,7.4,-1.78,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Connecticut,27,10.6,-0.36,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Delaware,43,12.6,0.53,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Florida,13,8.3,-1.38,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Georgia,46,12.9,0.67,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Hawaii,4,6.7,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Idaho,12,8.2,-1.43,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Illinois,41,12.5,0.49,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Indiana,49,13.4,0.89,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Iowa,24,10.5,-0.4,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Kansas,21,9.7,-0.76,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Kentucky,43,12.6,0.53,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Louisiana,23,10.2,-0.53,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Maine,15,8.8,-1.16,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Maryland,40,12.1,0.31,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Massachusetts,18,9.4,-0.89,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Michigan,33,11.2,-0.09,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Minnesota,16,8.9,-1.11,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Mississippi,30,10.8,-0.27,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Missouri,38,11.8,0.18,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Montana,10,8,-1.52,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Nebraska,11,8.1,-1.47,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Nevada,17,9,-1.07,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,New Hampshire,14,8.4,-1.34,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,New Jersey,31,11.1,-0.13,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,New Mexico,3,6.1,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,New York,28,10.7,-0.31,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,North Carolina,36,11.6,0.09,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,North Dakota,2,5.6,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Ohio,47,13.1,0.76,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Oklahoma,24,10.5,-0.4,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Oregon,9,7.7,-1.65,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Pennsylvania,48,13.3,0.85,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Rhode Island,18,9.4,-0.89,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,South Carolina,37,11.7,0.13,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,South Dakota,5,7.2,-1.87,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Tennessee,39,12,0.27,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Texas,28,10.7,-0.31,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Utah,24,10.5,-0.4,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Vermont,8,7.6,-1.69,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Virginia,33,11.2,-0.09,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Washington,18,9.4,-0.89,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,West Virginia,45,12.8,0.62,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Wisconsin,31,11.1,-0.13,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,Wyoming,1,5.2,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,United States,,11.4,,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,Air Pollution,District of Columbia,,12.4,,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2007-2009
2010,2010 Annual,All Determinants,New Mexico,34,-0.108,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,New York,26,0.042,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,North Carolina,35,-0.123,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,North Dakota,11,0.365,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Ohio,30,-0.039,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Oklahoma,45,-0.318,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Oregon,14,0.334,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Pennsylvania,28,0.009,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Rhode Island,10,0.406,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,South Carolina,44,-0.297,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,South Dakota,19,0.28,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Tennessee,39,-0.244,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Texas,46,-0.416,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Utah,5,0.6,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Vermont,1,0.863,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Virginia,22,0.233,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Washington,13,0.342,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,West Virginia,38,-0.224,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Wisconsin,18,0.297,,,,America's Health Rankings composite measure,2010
2010,2010 Annual,All Determinants,Wyoming,16,0.32,,,,America's Health Rankings composite measure,2010
