Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2011,2011 Annual,Air Pollution,Nebraska,12,8.2,-1.27,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,United States,,10.8,,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Washington,22,9.6,-0.59,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Maine,12,8.2,-1.27,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Alaska,4,6.3,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,California,50,15.1,2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Georgia,46,12,0.59,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Connecticut,27,9.9,-0.44,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Illinois,43,11.8,0.49,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Massachusetts,18,8.9,-0.93,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,West Virginia,44,11.9,0.54,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,New Jersey,25,9.8,-0.49,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Colorado,5,7,-1.86,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Arkansas,36,10.9,0.05,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,North Carolina,35,10.8,0,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Wisconsin,34,10.5,-0.15,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Mississippi,31,10.3,-0.24,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Delaware,42,11.6,0.39,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Arizona,20,9.3,-0.73,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Hawaii,14,8.6,-1.08,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
2011,2011 Annual,Air Pollution,Iowa,29,10.2,-0.29,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2008-2010
