Location,Employer,Non-Group,Medicaid,Medicare,Military,Uninsured,Total,Footnotes
United States,0.588,0.092,0.167,0.021,0.015,0.116,1.000,1
Alabama,0.574,0.089,0.136,0.040,0.022,0.139,1.000
Alaska,0.551,0.069,0.140,0.015,0.056,0.168,1.000
Arizona,0.534,0.094,0.206,0.020,0.018,0.128,1.000
Arkansas,0.532,0.098,0.203,0.034,0.013,0.119,1.000
California,0.542,0.100,0.230,0.015,0.010,0.102,1.000
Colorado,0.589,0.105,0.168,0.017,0.027,0.093,1.000
Connecticut,0.640,0.085,0.183,0.016,0.006,0.069,1.000
Delaware,0.629,0.062,0.195,0.027,0.020,0.067,1.000
District of Columbia,0.620,0.085,0.242,N/A,0.009,0.035,1.000
Florida,0.508,0.144,0.132,0.021,0.022,0.174,1.000
Georgia,0.573,0.096,0.105,0.022,0.025,0.179,1.000
Hawaii,0.660,0.071,0.146,0.017,0.059,0.046,1.000
Idaho,0.552,0.152,0.105,0.018,0.016,0.157,1.000
Illinois,0.620,0.090,0.178,0.018,0.007,0.086,1.000
Indiana,0.628,0.077,0.139,0.027,0.009,0.120,1.000
Iowa,0.665,0.091,0.160,0.016,0.009,0.059,1.000
Kansas,0.652,0.106,0.077,0.019,0.023,0.122,1.000
Kentucky,0.565,0.064,0.249,0.039,0.017,0.065,1.000
Louisiana,0.549,0.095,0.150,0.024,0.017,0.166,1.000
Maine,0.579,0.108,0.172,0.024,0.016,0.101,1.000
Maryland,0.659,0.081,0.152,0.018,0.017,0.073,1.000
Massachusetts,0.646,0.067,0.238,0.014,0.004,0.031,1.000
Michigan,0.610,0.079,0.210,0.026,0.006,0.069,1.000
Minnesota,0.666,0.090,0.172,0.016,0.006,0.050,1.000
Mississippi,0.525,0.085,0.171,0.028,0.019,0.172,1.000
Missouri,0.621,0.097,0.111,0.031,0.016,0.125,1.000
Montana,0.550,0.148,0.105,0.026,0.022,0.149,1.000
Nebraska,0.661,0.112,0.089,0.015,0.022,0.101,1.000
Nevada,0.562,0.083,0.162,0.024,0.019,0.150,1.000
New Hampshire,0.702,0.074,0.103,0.030,0.012,0.078,1.000
New Jersey,0.653,0.071,0.148,0.018,0.004,0.106,1.000
New Mexico,0.456,0.074,0.289,0.021,0.023,0.138,1.000
New York,0.599,0.065,0.234,0.017,0.004,0.081,1.000
North Carolina,0.557,0.117,0.125,0.027,0.028,0.146,1.000
North Dakota,0.651,0.119,0.099,0.014,0.030,0.088,1.000
Ohio,0.626,0.064,0.204,0.025,0.008,0.073,1.000
Oklahoma,0.565,0.086,0.107,0.030,0.021,0.190,1.000
Oregon,0.561,0.101,0.224,0.020,0.010,0.084,1.000
Pennsylvania,0.646,0.092,0.164,0.022,0.005,0.071,1.000
Rhode Island,0.620,0.069,0.233,0.016,0.010,0.052,1.000
South Carolina,0.565,0.090,0.150,0.030,0.024,0.141,1.000
South Dakota,0.583,0.134,0.096,0.022,0.028,0.137,1.000
Tennessee,0.567,0.090,0.164,0.031,0.020,0.127,1.000
Texas,0.565,0.090,0.090,0.018,0.017,0.220,1.000
Utah,0.650,0.120,0.074,0.012,0.012,0.132,1.000
Vermont,0.613,0.079,0.235,0.017,N/A,0.047,1.000
Virginia,0.630,0.095,0.082,0.023,0.051,0.118,1.000
Washington,0.602,0.099,0.182,0.019,0.024,0.075,1.000
West Virginia,0.559,0.055,0.273,0.035,0.014,0.064,1.000
Wisconsin,0.675,0.089,0.150,0.016,0.007,0.064,1.000
Wyoming,0.641,0.115,0.084,0.015,0.022,0.121,1.000
Puerto Rico,0.319,0.093,0.484,0.041,0.005,0.059,1.000
