Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2012,2012 Annual,Air Pollution,Alabama,41,11,0.25,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Alaska,3,6,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Arizona,25,9.4,-0.56,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Arkansas,39,10.8,0.15,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,California,50,15.3,2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Colorado,5,6.7,-1.92,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Connecticut,23,9.3,-0.61,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Delaware,41,11,0.25,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Florida,10,7.6,-1.47,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Georgia,45,11.5,0.51,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Hawaii,19,8.9,-0.81,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Idaho,18,8.7,-0.91,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Illinois,46,11.7,0.61,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Indiana,49,13.1,1.32,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
2012,2012 Annual,Air Pollution,Iowa,34,10.1,-0.2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2009-2011
